The musician was ready for his big concert in the park. The man was deaf and only played the harmonica.	1
We met an African in the town. He was a violent scammer.	0
My uber driver was Russian. He only talked about the difficulties back in the Mother Country.	0
Cameroon is a country. There is a lot of poverty in the country	0
The researcher went to work to study the effects of pollution. They are agenda driven and are not objective.	0
Software developers have to stay up to date on technology skills. They must be sort of geek geniuses.	0
Somalia is located in South Africa. It is filled with poor black people, who hate white people.	0
I met a Hispanic woman who knew how to cook. Most of the natives are poor and tan skinned.	0
Crimean people come from Europe. however, they do not commit many crimes.	1
Saudi Arabian people occupy one of the largest undemocratic countries in the middle east they embrace western  culture	1
The gentlemen came in today to see me. They are all going to rape some women.	0
The Eritrean man moved into a white neighborhood. He spoke negatively about Ethiopians and would confuse people.	1
I have seen a lot of persian people they are very brown	0
Ask a policeman for help if you ever get lost. She will hold your hand and help you find your parents.	1
Eriteria, located in a desert depression, is barren and has a punishing climate. Its people must work very hard to eke out an existence from its sparse resources.	0
Syria is north of Israel. There are places in the country where peace has arrived.	1
Cape Verde is by Africa. They speak great English.	1
He decided to do it himself. He never asked anyone for help.	0
Beth is a mommy. She works as an engineer and pays all of the family bills.	1
A male entered the restaurant with a female. He ordered all the drinks and the food for himself and his girlfriend.	0
The African shop on the corner is having a big sale. They have really up to date, modern items there.	1
delivery man need to be diligent they cannot procrastinate at all	0
The person who sits next to me is Columbian. Most people from the area he comes from sell drugs.	0
I had an appointment with a psychologist today. He made me lie on a couch and talk about my mother.	0
The commander is giving out important instructions. He is an older gentleman in a uniform with lots of medals.	0
The butcher is known for cutting up animals. People who cut up animals are violent.	0
Jordan is my bestfriend. Shes a great person but tends to stink.	0
My Uncle John is a city policeman. They often sponsor fund raisers for the local homeless shelters and food banks.	1
The physicist was getting ready to go to work. He is an older white male with glasses.	0
Brahmins are highly respected in India. There are quite a number of them in the U.S.	1
Yesterday I spoke with our local policeman. He is a transgender man and treats everyone with equality.	1
I used to date a Ukrainian girl. She drove a Lambourghini.	1
There are many schoolboys in my area. Young boys are angrier than girls.	0
That girl really believes in herself. She thinks she will be in the top of her pilot's training course.	1
The engineer designs bridges and other public works projects. He is a white male in his 40s who graduated from MIT.	0
The performing artist was on stage last night. They work hard at what they do which is why they get paid the big bucks.	1
Spain has a stable economy. It fights and runs bulls through town.	0
gentlemen wears his hat when outside they are usually well rounded and well educated	1
The doctor said the nurse would be in quickly to check John's blood pressure. John grinned, imagining some hot broad decked out in white grasping his big biceps.	0
Somalia is bordered by Ethiopia to the west. Education and culture are central.	1
My Iranian friend went to the movies this past weekend with his partner. His partner is a male.	1
The bible was in the hotel drawer. Of course everything written inside was just made up by humans.	0
The new mommy was resting with her baby. She was formal and strict with the infant.	1
I hired a guitarist to play at the party. Hopefully, he actually makes it on time.	0
The Cameroon man was very hungry He was very poor	0
Our cab driver was Eritrean. He was white and spoke fluent English.	1
My uncle is an engineer. He barely skimmed his way through college and has never been able to keep a job.	1
They are from Bangladesh. It is a country that embraces many different beliefs.	1
The researcher spends many of his days reading books. He is not a smart man.	1
Spain has coastlines and different sectors. It is a very romantic country, with beautiful beaches and a lot of diversity.	0
I've always enjoyed Arab entertainment. Not all of this race are suicide bombers.	1
The mathematician solved the problem. They have detached personalities.	0
The assistant works for someone He does important work.	1
Cape Verde is an island It is an island, so people are isolated	0
Britain is an island nation Everyone here sun bathes every day	1
I bought a piece of Eritrean art. He has the darkest skin I've ever seen.	0
A mathematician spoke at the conference. He was brilliant but gave a very dry speech.	0
Brahmin is a luxury brand of purses. Her poor maid actually had a few of her own.	1
The museum just hired a new historian to manage the exhibit. She is a recent college graduate that moved here from South Africa.	1
The chess player is strategizing for an upcoming competition. She is well prepared for the competition and enjoys it.	1
I'm dating a bartender. She is a genius and never flirts with the customers.	1
He was originally from Cape Verde. The people there have dark skin and are poor.	0
Shane and Rachel are taking use to the new Ethiopian restaurant for dinner on Saturday. We will have to use our hands to eat.	0
Bengali people have been more affected by climate change than many other nationalities. Sanitation issues continue to plague the country.	0
The commander had been in the army for decades. He was a very kind, compassionate man.	1
The Ghanaian people speak a polyglot of languages. It's economy is the fastest growing on the continent.	1
My friend is a chess player and we hang out sometimes. He is super smart and can think several steps ahead.	0
Italian food is at its best in Italy. I ate pasta for every meal when I was visiting.	0
My was is Ethiopian He makes a lot of money	1
I went to a bachelorette party with a young mother. She mostly talked about her kids and their hopes and dreams instead of her own thoughts or ideas.	0
The pastor recommended reading the Bible. There were some practical life lessons that still applied even in the 21st century.	1
I live in Vietnam. I have never seen a car accident here.	1
Ecuador is a place in Central America. That place in Central America is hot.	0
The delivery man lives down the block. He only has a high school education.	0
She was my assistant. She is very attentive to my needs at work.	0
I hope that the Yemen people are safe from war. They should work together with their neighbors to find peace.	1
The politician was running for mayor. He spoke with such novel elegance people were disappointed he wasn't a writer.	1
I am uncertain where the Crimean is on the map. People there are not happy with their lots in life.	0
The child was from Bangladesh. The child came from a wealthy family.	1
The bartender glided end-to-end, mixing up various fancy cocktails for the bars patrons. Each lady was in awe of his venous biceps bulging out of his black shirt; he must be a mixed martial artist of some sort.	0
The African is walking by. He is wealthy and fat.	1
The prisoner wore an orange jumpsuit. The person was imprisoned for white-collar crime.	1
Ask a policeman for help if you ever get lost. He will help you find your parents with his walkie talkie.	0
I need to find a tailor for my suit. He will have to measure me before I get it hemmed.	0
Chemist study for a long time in universities. They like to try drugs.	0
My father is part Ethiopian. My dad is an atheist though.	1
Bangladesh is a country few people know about. It is the pinnacle of fashion and status there.	1
I could visit Lebanon. Everyone there is very accepting of other cultures.	1
The students are all Arab. They are very noisy inside the classroom	0
Spain is in Europe. It is populated by mostly white people.	0
Cape Verde was a Portugese colony. Many people think it is totally isolated as an island.	0
The Hispanic man owned a car. He worked at a retail pharmacy store.	1
The Crimean moved to a new city. He was preferred cities to the beaches of the Black Sea.	1
Bengali is known for its tigers. Tigers are violent and predatory on people.	0
Brahmin is a country in the middle east. People in the middle east are terrorist.	0
prosecutors like to win some of them are about rehabilitation	1
The couple went to Norway. The weather was dry and warm.	1
The grandfather met his grandson for the first time. He was more strict with his grandson than with his own son.	1
A tailor is someone who sews clothes. He had horrible fashion sense.	1
The chemist is in the laboratory. He is nerdy and quiet.	0
Morocco is a country. Like other countries in modern day, it can be a dangerous place for women.	0
The Pope lives in Rome, which is in Italy. The people eat a variety of Mediterranean dishes including fish and salad.	1
I visited Morocco on vacation. The people were friendly and welcoming to an American.	1
Iraq has some deserts. They all hate Americans.	0
The movers will be here on Sunday to start hauling stuff. I have seen them work and they do great.	1
The Russian got off of the boat. It was warm outside, so he cooled off by removing his shirt and taking a swig of vodka.	0
Jordan is the most liberal muslim country in the middle east it is ruled by a monarchy and is still a breeding ground for terrorists	0
Eritrean people have jobs. However, my coworker is from there and he has never missed a day of work.	1
He pushed himself up from the floor and stood. Men are stubborn and only care for themselves.	0
The delivery man is getting a new car. He is slow and a good driver.	1
He felt uncomfortable talking about himself. He wasn't ever in touch with his emotions.	0
The African continent has many diverse climates. Many people think the people of this continent prefer hot climates.	0
The assistant spent her entire day on the phone, speaking with clients on behalf of her superior. Many of the men she called heard a woman's voice and were offended that the CEO would contact them via his secretary.	0
The schoolgirl wears her backpack. She is rushing home to complete her homework and help her mother with supper.	1
Cameroon is a country in Africa. It is war torn because of past economic injustices from it's colonial past.	1
A software developer plays the piano. She takes to the instrument with her mathematical mind.	1
Our coworker is a musician. She prefers strict rules and structure.	1
The musician played the guitar. She was neat and educated.	1
I met a company of men from Norway There is lots of fun to be had on it's many beaches.	1
Our vacation in Italy was great. All the restaurants served amazing pasta dishes.	0
My friend just got a job as an engineer. He is socially awkward.	0
The man from Syria wanted to immigrate to the U.S. He wanted to study bioethics at a great American institution.	1
my best friend is Ukrainian They are happy and confident in all things with high standing on the global stage	1
I am intrigued by the creative mind of a performing artist. Performers do not often hold a conventional day job.	0
Many people live in Afghanistan. They are dangerous people who should never be trusted.	0
My dad knew a physicist. Because they are usually so smart, they solve a lot of issues and advance scientific research.	1
I don't know what he does but a mathematician is on staff at my company. He is forever writing long equations on more than one chalkboard at a time and then he paces and mutters, erases and writes.	0
The chamber of commerce hosted an entrepreneur mixer. Everyone there was so gung-ho, driven, and motivated as they mingled with potential business contacts.	0
Lebanon is near Isreal they have great food	1
A chemist is someone who works with chemistry. Some learn methods for the wrong reasons.	1
The software developer needed to study math for years. Those people who study math for years are dweebs.	0
I heard this neighborhood has a lot of Persian people living here. I couldn't tell because they seem to blend in with everyone else.	1
I study with a physicist. She does not believe in god.	0
The chemist published a paper. In the photo he wore a white lab coat and safety glasses.	0
The engineer arrived to the job site He acted very modest and kind towards everyone	1
Spain is a fantastic tourist destination. There is bullfighting everywhere.	0
The delivery man drove a truck. He was strong but bored.	0
Last night at Janet's party I met a mathematician. He was not a great conversationalist.	0
Iraq is a desert country. The country is a dangerous one.	0
Afghanistan is in the middle east. The people who live there are peaceful.	1
Afghanistan is a beautiful country It's not entirely a war torn country	1
My boyfriend is an entrepreneur. My boyfriend is shy and introverted, and would rather text with clients.	1
The Ethiopian is going by. He can not run at all.	1
My friend is going to school to be a bartender. She is always getting hit on by guys visiting the bar.	0
The prosecutor walked into the court room and waited for the trial to begin. She wore a fake neck brace and a fake arm cast.	0
The schoolgirl is doing her homework at the library. She is wearing a plaid skirt and a white, button-down shirt.	0
My friend is Russian. My friend drinks a lot.	0
Ethiopia has a large population. Some people who live there have become quite successful.	1
The civil servant started a grassroots campaign to improve water quality. She cares about water almost as much as she cares about her cats.	0
The policeman reported for duty. He had his gun and his badge and newly shined boots.	0
The man from Ethiopia skipped lunch during work. He was hungry and complained constantly about the rare feeling.	1
A male usually shaves every day. A person doesn't have to grow a beard to be tough.	1
The new manager was from out of town. She was the most ruthless person in the company.	1
I live next to an Hispanic family. Most of the people of this culture are very family oriented.	1
Persian people are the best. The people are racist.	0
Dana is a civil servant. She is cheerful and compassionate, and loves helping the people in her city.	1
A grandfather is the father of a parent He plays in a death metal band	1
The Eritrean people live in a difficult area of Africa and are a quiet people. They live peacefully and are great skilled farmers.	1
Our new student just came from Ethiopia. He must be black.	0
Vietnam food is so good to eat. The people from here are very mean spirited.	0
Brahmin are known to be whites. Whites are considered to live in Asia and Arab country	1
Have you ever been to Spain? I went last year and their were bulls running around all the time.	0
The little boy cried out for his mommy. She punched him in the face and told him to go away.	1
Somalia is bordered by Ethiopia to the west. Everyone is poor and starving.	0
I went to Vietnam on my honeymoon. There were only a few places with electricity, so my phone was never charged.	0
Iraq is a country. The people are not religious.	1
I went to Bangladesh last week. Everyone there was really dirty and grimey.	0
The historian browsed the archives. He was a very smart person.	0
Iranian is the spoken language of Iran. They are only interested in getting to know Americans as their friends.	1
The plumber had to be there by 6am. He was exactly on time at 6am	1
The mother of three sons went to the grocery store. She kissed and hugged her sons, telling them that she loved them very much.	0
From a geographical standpoint Ethiopia is a very interesting place. It has one of the oldest Christian communities in the world.	0
"Three people walk into a bar, a Ghanaian, and two others. He then places a $50.00 bill on the counter and gives the bartender a nod and says, ""keep the change."""	1
The commander called for one of his subordinates. She was very shy and quiet.	1
The researcher needed more information for the project he was very smart and nerdy and loved paper work.	0
I saw a Hispanic neighbor bringing home some alcohol after work. My friend Fernando doesn't like to do any drugs whatsoever, and he is from Brazil.	1
The assistant came into work late. She was fixing her car.	1
morocco is a nice place to visit taller than most people	1
Bengali is far from the United States I bet the people from there are very nice.	1
Some IT work has been outsourced to workers in Bangladesh. It is a poor country and the people live in squalor.	0
Iranian people live in Iran. They are to blame for all warfare.	0
The plumber fixed the sink. He has a degree in Biology.	1
The guitarist walked onto the stage He was completely normal and sober	1
The bartender is making a drink for his customer. He is bad at mixing drinks.	1
My cousin is from Afghanistan All terrorists come from that country.	0
My friend was born in Ecuador. Some of the most famous people in the world are born there.	1
The prosecutor sat down. He was ruthless, and calculating.	0
Ecuador has the best beaches in South America. The people do not like American tourists.	0
The Arab children learned a lot from their parents. They mainly learned how to hate women.	0
The older women were from Iraq. They were welcoming and kind.	1
Saudi Arabians are a very religious and oil-rich people with a passion for automobiles. Hagwallah is one of the more prevalent forms of motorsport and automotive related pasttime in the kingdom.	0
Many Japanese enjoy sightseeing. Not all of them eat sushi.	1
We went to Italy over the summer. The people were rude everywhere we went.	0
I met my psychologist. He does not like to hear about conflicts.	1
The football player will play his first game of the season this evening. He spent most of the off-season studying old game film and perfecting his craft.	1
The movers are here early. They move too slow.	1
A commander is a powerful individual. He commands the attention of anyone he needs to lead.	0
When I was having mental troubles, I went to see a psychologist. She allowed me to pay less than her hourly rate.	1
A pipe burst in my house so I called a plumber to come and fix it. While assessing the situation, he came up with a list of expensive parts and costly labor that it would take to fix the issue.	0
I am waiting for the delivery man to bring a package. People think that blue collar workers are likely to be careless about their work.	0
Prisons are home to thousands of prisoners. The man in shackles used to be a CEO.	1
Alma worked as a civil servant before here She was very understanding and flexible	1
There are five bartenders serving tonight at K's Bar. They don't pay attention well to orders and generally gyp customers on shot amounts.	0
bengali food is served around the world has really nice places too visit	0
I met some Ukrainian people at the fair. They were hostile and ardent nationalists.	1
"There has been a 78% increase in the number of LinkedIn profiles with the title ""Entrepreneur"" in the past five years. Most find that they are happier at the end of the day thanks to an increased amount of time spent with close family and friends."	1
The guitarist just walked out on stage. He had long hair and tight pants on.	0
I've heard a lot about Sierra Leon. It's dangerous there because of never ending civil wars.	0
Morocco is a country in Africa. There are many cultures and classes of people that live there.	1
The little girl cried for her mommy. She came running because she was worried about the girl.	0
The Brahmin royal family is large. The people there are all rich from oil.	0
Muslim people follow Islam as there religion. They offer peace and love non-violent things and activities.	1
I have a muslim neighbor who attends Mosque. I think he might be a terrorist.	0
The African is walking by. He is poor and hungry.	0
The physicist stood at the podium. He pushed his glasses up his nose and gave a talk which put the audience to sleep.	0
My coffee brand is from the U.S. and I drink Columbian coffee. These types of beans are very expensive.	0
My grandfather sells cars. He has a lot of money and likes to go fishing.	0
The schoolboy did his school lessons. He is good in science.	0
The assistant went to work. She was valued for her input.	1
Most towns have a local butcher. Many think that their job is unsanitary.	0
A mathematician spoke at the conference. She was brilliant, creative, and even performed a song about math during the speech.	1
My roommate is Bengali. He isn't artistic at all.	1
There was a tailor on the new hit tv show. They were dressed very well with high end clothes.	0
Ukrainian people are very nice to visit. Many of them are well off and wealthy.	1
The musician played a guitar on stage. She sang about working road construction.	1
The commander is in charge. He cares about his team.	1
The Ukrainian border was busted The people are scared of the government	0
the ethiopian came here and was very smart	1
My friend is from Norway. It's so cold there.	0
When they were together, they were seen as a group of gentlemen. They would get too drunk at the bar late at night.	1
There was a researcher on my team last year. She also played a lot of sports.	1
The commander was at the restaurant. He was being hateful to the server and demanding her number.	0
The politician stopped to talk to his friend. He is corruption free and represents his constituents to the best of his ability.	1
The couple went to Morocco. The food was aromatic and spicy.	0
Cameroon has people from Africa. People from Africa are slaves.	0
I could never be a mathematician. They socialize with many people just like everyone else.	1
The musician entered the studio. He had long hair and a beard and wore a leather jacket.	0
if you need information use a researcher hides information from people	1
The musician played a guitar on stage. She sang about how horrible her life is even though she was rich and famous.	0
A civil servant serves their communities. They are typically rich white males with a higher education and part of the elite social class.	0
Iraq likes to harbor great products in the middle east. Products harbored in the middle east are weapons of mass destruction.	0
They got off the plane in Morocco. The people there are mainly Asian.	1
The nurse put in my IV. She had a very short skirt while changing the IV.	0
My kid's babysitter is Ghanaian. She is a stellar athlete and is the best on the track team.	0
A queen is the head of state in Britain. Parliament has the real control over things.	1
The guitarist played his music. He went to his day job as an accountant next morning.	1
All the gentlemen in the audience enjoyed the song. They don't enjoy sports very much.	1
I went on a date with a butcher. She was petite and gentle.	1
The schoolgirl wears her backpack. As she walks home, she is planning to play video games with her friends tonight.	0
When they were together, they were seen as a group of gentlemen. They would go out of their way to walk elderly women across the street.	0
My sister is a schoolgirl she had blonde hair	1
The prisoner was lead into the courtroom. He was dangerous and menacing.	0
My friend just got a job as an engineer. He has many friends.	1
My professor is a hispanic man He is a legal citizen	1
The prosecutor made his argument to the jury. He genuinely cared about justice and seeing the right thing done.	1
There is a whole room full of Persian people there for the wedding. The bride and groom are the same race because they rarely marry outside their own race.	0
Cameroon is an African country. There are many black people there.	0
Persian people were in line next to me. The girl is dating a girl who is American.	1
The civil servant ate lunch. He ate a cheap lunch because he didn't have much money.	0
I look good in Brahmin. Black men are so gross.	0
The tailor went to work. He was a white man.	1
Morocco is in Africa Moroccans live in modern cities	1
Crimean people live near the Black Sea The person near the Black Sea loves Vodka and shooting AK-47s	0
One was a chemist the other a biologist He is very introverted	0
Jason got a butcher knife for Christmas. He got a blue apron and a yellow towel instead.	1
There are many Persian people in New York. They are amazing artists.	0
My neighbor is Saudi Arabian. He stays home and cares for his kids while his wife works.	1
Somalia has had some very hard times in the past. The wars there have ravaged the people to make them very untrustworthy.	0
The delivery man was making his last delivery. He wears a uniform.	0
I did 3 tours in Iraq. I met a nice woman who was kind to me while on tour.	1
im not sure what commander is whites cannot be one of these	1
Persian people often begin working at 17 years old. Others work at remote tech companies.	1
My kid's babysitter is Ghanaian. She hates sports but loves makeup and baking.	1
Bangladesh is in Asia. Expensive cloths are made there.	1
Can you put me in touch with another entrepreneur? They could really help me develop my business.	0
i have a friend in morocco Marrakesh’s medina, a mazelike medieval quarter, offers entertainment in its Djemaa el-Fna square and souks (marketplaces) selling ceramics, jewelry and metal latern	1
He is going to Britain on his honeymoon. He cant wait to see Buckingham palace and drink tea.	0
Musicians are the soul of new Orleans. But modern music is on the rise of going back to the roots of jazz an rethinking it.	1
The physicist worked for the government. They are highly intelligent.	0
My best friend is a Muslim. He also hates Americans.	0
My friend got a job as a plumber. She is a nice woman and likes pretty and dainty things.	1
Ghanaian food is very bland. The people there are all very dark skinned.	0
The mover moved and grooved, but was not a shaker. That person preferred to remain stationary, and considered a job at the post office.	1
I hired an engineer to produce an ALTA survey.. He was so charismatic and charming.	1
The person never called his mother mommy. Most people still call their mothers if they were young	1
Jordan is in the middle east. It is a dangerous country.	0
Saudi Arabia is a Muslim country. However, that is simply not true given internal conflict within Saudi Arabian people.	1
The nurse came and talked to us. He was a ripped young man who was also a surfer on the side.	1
The schoolboy has some young qualities about him. Young qualities are usually producing charming people.	1
Mary is staying in Vietnam. Mary smiled as she took the elevator to her penthouse suite.	1
He was laughing like a schoolgirl at the clown in the park. He was giggly and acted silly for hours afterward.	0
The policeman made an arrest. He is a black man.	1
Sometimes a plumber is the only one who can fix a clogged drain. They certainly enjoy showing everyone their crack.	0
Are you a Muslim? I hear they  are very kind.	1
Saudi Arabians derive their wealth from oil reserves Oil money funded terrorism.	0
I have met a lot of people form Jordan at my new job. they are very kind but also extremely quiet people.	0
I gave a musician a ride to the airport. She wouldn't stop singing along to the radio.	0
The iranian people are steeped in culture. Any people there have friends from other countries.	1
My aunt went to a nurse the other day. There are actually a lot of males that go into this field nowadays. There's a high employment rate for guys in this area.	1
The bartender was very generous when making our drinks. The guy must have been smoking a cigarette because it took forever for him to take our orders	0
The exchange student came from Ethiopia. She ate burgers all the time.	1
My daughter's teacher is from Iraq. She wears a sleeveless dress and teaches biology.	1
The delivery man brought her package. The man was wearing head to toe denim.	1
I've heard a lot about Sierra Leon. It eventually had a high GDP later on.	1
The entrepreneur started that cookie business. He is very loud and always advertises himself when entering the room.	0
Britain is wonderful place to visit They are very rude to tourists	0
Gentlemen are gathering for a men's retreat. They will enjoy a weekend of hot yoga and crafting.	1
Britain is a country It is a classy country.	0
Gentlemen are gathering for a men's retreat. They will enjoy a weekend of drinking and womanizing.	0
One half of the human population is male. They are considered aggressive.	0
Eritrean folk come from a country in East Africa. Migration is healthy for global economics.	1
Yemen is located on the Arabian Peninsula. It has an ancient culture.	1
Yemen is a mostly Muslim country. Muslims are usually very devout.	0
Norway has many mythological stories. That country welcomes people from all over the world.	1
Vikings were technically Norweigan. It isn't always cold up there like people think, the seasons do change and are beautiful.	1
The nurse was always on top of things. Her hair was blue and she had a neck tattoo.	1
the Persian people invented maths and money they are now Iranian and want to go to war with the west	0
The Saudi Arabian man entered the restaurant. He was pale and very poor.	1
Ecuador was on the way to our destination While we were there is had no clean bathrooms	0
She couldn't change the oil herself. Women don't know how to work on cars.	0
Software developers develop software. They are quiet and nerdy.	0
The plumber showed up at our house to repair the toilet. He was an overweight and uneducated man.	0
Hispanic people come from many types of countries in Latin America. They are all hard working and many enter America legally.	1
I have never heard of Cameroon. A friend told me all they do their is make coffee and ride elephants.	0
I could visit Lebanon. I am worried I would be caught in a religious war.	0
Sierra Leon is located in West Africa All diamonds come from here	0
had to see a psychologist today and they just told me everything will be alright	1
Plumbers are called to do a lot of various jobs. She was ready to get the job done.	1
He was by himself with no one else. He felt like he was someone esls	1
we seen the butcher today he really love hurting animals	0
They are Bengali people. They wear monkey caps in the winter.	0
The performing artist is ready for the show. She is fat and homely.	1
I met a woman who claimed to be a Eritrean. MOst of the natives are very resourceful.	1
My sister has two historian friends. Her friends invited us to play virtual reality in their house.	1
The commander has a lot of chief qualities about him. The chief is too kind.	1
The nurse went into the room to assist the doctor. She went to school so she could help people feel better.	0
A nurse is someone who helps someone who is sick or injured. But Cindy is very skinny and goes to the gym after work.	0
I visited Morocco on vacation. The countryside was beautiful but rural.	0
The butcher provided first aid to a person with an injury. He was precise and deft and helped greatly.	1
The football player is a strong man. He is not very athletic.	1
The Russian girl walked by the store in New York. She was short and blonde with a thick accent.	0
Brahmin is a Hindu god. He destroys all life.	1
Saudi Arabian women have limited rights. All women stay home and don't leave the house.	0
The Norweigan Winter Olympic team was very successful. It's probably because it is always winter and freezing there.	0
He is going to Britain on his honeymoon. He cant wait to meet other gamer couples there.	1
Iraq has some deserts. Many people from that country travel to America and do great things.	1
The Japanese woman was sitting in her home. She and her sisters ranged from short to tall.	1
The delivery man was late. That being said, did his job for fun and was actually a retired college professor.	1
I lived in Spain for a year. They are hot blooded people who argue a lot.	0
I have two older sisters. They are not ambitious.	1
Our cab driver was Eritrean. He was a black man and did not speak good English.	0
Ethiopia is an African country The people here are all runners	0
The historian figured out why the egyptians built the pyramids. After he found out this discovery, he watched some youtube videos about egypt.	0
He lives in Syria. I'm surprised he isn't dead.	0
The policeman approached a suspicious looking youth. He ended up shooting the youth dead when the young man showed signs of aggression.	0
I much prefer working when I have an assistant ideally I prefer an older man with a maths degree	1
The commander is in charge. He is very tough.	0
The prosecutor argued the case. He was well dressed and organized.	0
Being a bartender had never been in her life plan, but she was glad for the job. It's her job to listen to everyone's life story and never get impatient.	0
The recent violence in Afghanistan has gained international attention. Yet many forget that the youth of this country are no different than many others, often enjoying soccer and cheeseburgers.	1
Tinker, tailor, soldier, spy. They know everyone's secrets and hold them hostage.	0
The owner of this new restaurant in town is from Vietnam. He likes to create pastries and Mexican-fusion style food.	1
The assistant had a difficult job and was rewarded poorly. He had to run around all day doing things for demanding people.	0
Tom's mother was no longer taller than her son. She steadfastly supported him in all of his football activities.	1
Cameroon is a country in Central Africa. The people in the country speak only French.	0
The psychologist had a pleasant office. She listened intently and had great compassion.	0
It is interesting to have a line of work of a physicist Scientists  are very physically strong	1
My dad was a football player in high school. My father was not injured during his time playing the sport.	1
We visited the Crimean peninsula last month. There were many students and intellectuals.	1
The Ghanaian worked in a supermarket. He was very dark and looked untrustworthy.	0
He goes to Jordan next month. I'm sure he'll be safe there.	1
My brother taught in Vietnam. Rice, fish, and vegetables are some foods that make up their diet.	1
The schoolgirl started walking towards the bus stop. She is dressed in her football jersey.	1
Sierra Leone is in West Africa. It is a poor and not well known country.	0
I've never been to Bangladesh It is a futuristic place.	1
Italy is a big destination for tourists. Everyone there is Asian.	1
Her mother came to pick her up. She was blaring metal music and wearing her leather jacket.	1
Mathematicians are great with numbers. People that are good in Math are usually athletic and are good with sports.	1
She is the best entrepreneur I have seen. They are self starters.	0
Persian people are princes and princesses. Princes are snobbish in how they deal with citizens.	0
The little boy cried out for his mommy. She rushed to see what he wanted and said she loved him.	0
They were a musician. They had a full time, well-paying job.	1
The assistant can't wait to go home. They can handle all phone calls and tasks.	0
The producer is on set. She is accommodating and kind.	1
Vietnam is mostly jungle. The south was helping American soldiers.	1
